,ESTU_CONSECUTIVO,ESTU_GRADO,ESTU_GENERO,COLE_NOM_ESTABLECIMIENTO,COLE_COD_ICFES,COLE_NATURALEZA,COLE_CALENDARIO,COLE_JORNADA,COLE_COD_MCPIO,COLE_NOM_MCPIO,COLE_COD_DPTO,COLE_NOM_DPTO,EXA_MODALIDAD,EXA_N_RTAS_CORR_CN,EXA_N_RTAS_CORR_CC,EXA_N_RTAS_CORR_LC,EXA_N_RTAS_CORR_MT
1462,23442254,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,10,5
1463,23442543,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,8,9
1464,23450714,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,15,11
1465,23452816,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,11,10
1466,23460317,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,7,11
1467,23468166,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,15,13
1468,23469081,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,7
1469,23470678,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,11
1470,23480437,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,18,9
1471,23492615,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,11,10
1472,23501887,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,8,10
1473,23530670,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,4
1474,23541403,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,18,11
1475,23553975,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,3,9
1476,23556161,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,12
1477,23579319,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,4
1478,23600722,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,7,4
1479,23600726,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,7,6
1480,23600729,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,4,3
1481,23607363,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,5
1482,23609868,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,11,4,11,7
1483,23609871,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,4,6,9,6
1484,23609872,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,6,4,4,6
1485,23610673,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,5,4
1486,23610674,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,3,5
1487,23610681,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,8,2
1488,23626291,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,15,10
1489,23626296,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,5,11
1490,23626622,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,5,2
1491,23868127,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,8,10
1492,23868128,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,11
1493,23868131,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,10,12
1494,23868136,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,3
1495,23868141,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,7,7
1496,23869017,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,3,4
1497,23871534,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,7,5,5,5
1498,23872248,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,3,3
1499,23873467,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,7,7,5,5
1500,23873473,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,4,3,4,7
1501,23877967,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,9
1502,23877971,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,16,10
1503,23878765,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,10
1504,23878776,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,8,3
1505,23878779,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,8
1506,23879478,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,7,4,6,1
1507,23879530,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,6,6,4,7
1508,23880154,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,6,6,4,5
1509,23882918,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,3,2,4,12
1510,23882925,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,5,4,4,14
1511,23888346,3,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,3
1512,23888347,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,10
1513,23888348,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,9,6
1514,23888726,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,12,5,8,7
1515,23888861,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,7,7
1516,23888862,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,2,2
1517,23897411,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,9
1518,23897420,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,6,7
1519,23897428,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,0,0,7,7
1520,23902677,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,7,5,3,5
1521,23902678,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,7,9,5,7
1522,23903355,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,5,4,5,6
1523,23910963,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,O,A,TARDE,91001,LETICIA,91,AMAZONAS,PA,3,3,3,5
1524,680736,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,4,8,5
1525,1159114,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,7,7
1526,1350659,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,9,5,9,6
1527,6165827,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,14,11,16,9
1528,22399819,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,6,8,6
1529,22858760,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,11,5,10,6
1530,22858765,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,7,5
1531,22859194,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,15,6,9,0
1532,22859198,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,3,9,6
1533,22859200,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,11,11,5,6
1534,22859201,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,9,5
1535,22859203,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,7,4
1536,22859279,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,10,9
1537,22859292,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,8,11
1538,22859296,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,1,9,7
1539,22859299,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,12,6,8,9
1540,22861146,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,4,10,4,6
1541,22861149,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,5,7
1542,22861153,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,11,8,9,10
1543,22861154,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,4,4,10,6
1544,22861155,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,6,10,7,5
1545,22861541,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,13,4,10,0
1546,22861543,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,10,8
1547,22861544,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,4,3
1548,22861986,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,12,8,12,7
1549,22862698,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,10,4,8,5
1550,22862702,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,4,8,9
1552,22862782,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,10,7
1553,22862785,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,8,12
1554,22863184,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,12,6,15,11
1555,22863186,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,13,11,11,9
1556,22863188,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,3,10,7
1557,22863191,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,10,9,4
1558,22863192,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,12,8,5
1559,22863193,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,3,5,8,5
1560,22863194,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,5,3,8,6
1561,22863195,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,5,6,3,6
1562,22863196,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,3,3,7
1563,22863197,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,5,0,7,0
1564,22863199,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,17,9,6,7
1565,22863201,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,6,10,8,5
1566,22863202,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,6,11,4
1567,22863203,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,8,7
1569,22863275,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,3,2,9,6
1570,22863277,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,10,2,9,10
1571,22863278,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,3,0,8,4
1572,22863279,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,3,10,6
1573,22863283,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,12,5,11,9
1574,22863285,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,10,10,9,10
1575,22863286,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,10,5,9,6
1576,22863287,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,4,7
1577,22863288,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,8,8
1578,22884371,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,4,5
1579,22885792,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,1,3,6,7
1580,22885795,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,7,5,4
1581,22885798,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,6,3,8
1582,22886859,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,11,8
1583,22886864,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,4,8
1584,22886867,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,3,4,7
1585,22886910,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,10,11,10,8
1586,22886911,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,16,9,10,8
1587,22886913,3,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,10,13
1588,22886914,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,5,6
1589,22887062,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,3,6,2,5
1590,22887118,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,5,6
1591,22887119,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,3,6
1592,22887507,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,5,5
1593,22887508,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,7,8
1594,22887513,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,9,6
1595,22887515,4,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,4,6
1596,22887518,4,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,0,0,5,0
1597,22887545,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,8,6,7,6
1598,22887547,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,10,5,9,5
1599,22887549,5,M,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,12,7,12,10
1600,22887550,5,F,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,O,A,MAÑANA,91001,LETICIA,91,AMAZONAS,PA,7,10,11,9
